Timestamp,Event,SeqNum,RetryCount
1780398009.5377524,SEND,0,0
1780398009.5387518,ACK_RECEIVED,0,0
1780398009.5497546,SEND,1,0
1780398009.5497546,ACK_RECEIVED,1,0
1780398009.5497546,SEND,2,0
1780398009.5497546,ACK_RECEIVED,2,0
1780398009.5497546,SEND,3,0
1780398009.5497546,ACK_RECEIVED,3,0
1780398009.5497546,SEND,4,0
1780398009.5507534,ACK_RECEIVED,4,0
1780398009.5507534,SEND,5,0
1780398009.5507534,ACK_RECEIVED,5,0
1780398009.5507534,SEND,6,0
1780398009.5507534,ACK_RECEIVED,6,0
1780398009.5507534,SEND,7,0
1780398009.5517502,ACK_RECEIVED,7,0
1780398009.5517502,SEND,8,0
1780398009.5517502,ACK_RECEIVED,8,0
1780398009.5517502,SEND,9,0
1780398009.5517502,ACK_RECEIVED,9,0
1780398009.5517502,SEND,10,0
1780398009.5517502,ACK_RECEIVED,10,0
1780398009.5517502,SEND,11,0
1780398009.5527985,ACK_RECEIVED,11,0
1780398009.5527985,SEND,12,0
1780398009.5527985,ACK_RECEIVED,12,0
1780398009.5527985,SEND,13,0
1780398009.5527985,ACK_RECEIVED,13,0
1780398009.5527985,SEND,14,0
1780398009.5527985,ACK_RECEIVED,14,0
1780398009.5527985,SEND,15,0
1780398009.553857,ACK_RECEIVED,15,0
1780398009.553857,SEND,16,0
1780398009.553857,ACK_RECEIVED,16,0
1780398009.553857,SEND,17,0
1780398009.553857,ACK_RECEIVED,17,0
1780398009.553857,SEND,18,0
1780398009.553857,ACK_RECEIVED,18,0
1780398009.553857,SEND,19,0
1780398009.554854,ACK_RECEIVED,19,0
1780398009.554854,SEND,20,0
1780398009.554854,ACK_RECEIVED,20,0
1780398009.554854,SEND,21,0
1780398009.554854,ACK_RECEIVED,21,0
1780398009.554854,SEND,22,0
1780398009.554854,ACK_RECEIVED,22,0
1780398009.554854,SEND,23,0
1780398009.5558517,ACK_RECEIVED,23,0
1780398009.5558517,SEND,24,0
1780398009.5558517,ACK_RECEIVED,24,0
1780398009.5558517,SEND,25,0
1780398009.5558517,ACK_RECEIVED,25,0
1780398009.5558517,SEND,26,0
1780398009.5558517,ACK_RECEIVED,26,0
1780398009.556849,SEND,27,0
1780398009.556849,ACK_RECEIVED,27,0
1780398009.556849,SEND,28,0
1780398009.556849,ACK_RECEIVED,28,0
1780398009.556849,SEND,29,0
1780398009.556849,ACK_RECEIVED,29,0
1780398009.556849,SEND,30,0
1780398009.557846,ACK_RECEIVED,30,0
1780398009.557846,SEND,31,0
1780398009.557846,ACK_RECEIVED,31,0
1780398009.557846,SEND,32,0
1780398009.557846,ACK_RECEIVED,32,0
1780398009.557846,SEND,33,0
1780398009.557846,ACK_RECEIVED,33,0
1780398009.557846,SEND,34,0
1780398009.557846,ACK_RECEIVED,34,0
1780398009.5588439,SEND,35,0
1780398009.5588439,ACK_RECEIVED,35,0
1780398009.5588439,SEND,36,0
1780398009.5588439,ACK_RECEIVED,36,0
1780398009.5588439,SEND,37,0
1780398009.5588439,ACK_RECEIVED,37,0
1780398009.5588439,SEND,38,0
1780398009.5598407,ACK_RECEIVED,38,0
1780398009.5598407,SEND,39,0
1780398009.5598407,ACK_RECEIVED,39,0
1780398009.5598407,SEND,40,0
1780398009.5598407,ACK_RECEIVED,40,0
1780398009.5598407,SEND,41,0
1780398009.5598407,ACK_RECEIVED,41,0
1780398009.5598407,SEND,42,0
1780398009.5598407,ACK_RECEIVED,42,0
1780398009.5598407,SEND,43,0
1780398009.5608385,ACK_RECEIVED,43,0
1780398009.5608385,SEND,44,0
1780398009.5608385,ACK_RECEIVED,44,0
1780398009.5608385,SEND,45,0
1780398009.5608385,ACK_RECEIVED,45,0
1780398009.5608385,SEND,46,0
1780398009.5608385,ACK_RECEIVED,46,0
1780398009.5608385,SEND,47,0
1780398009.5608385,ACK_RECEIVED,47,0
1780398009.5608385,SEND,48,0
1780398009.5618446,ACK_RECEIVED,48,0
1780398009.5618446,SEND,49,0
1780398009.5618446,ACK_RECEIVED,49,0
1780398009.5618446,SEND,50,0
1780398009.5618446,ACK_RECEIVED,50,0
1780398009.5618446,SEND,51,0
1780398009.5618446,ACK_RECEIVED,51,0
1780398009.5618446,SEND,52,0
1780398009.5618446,ACK_RECEIVED,52,0
1780398009.5618446,SEND,53,0
1780398009.5629687,ACK_RECEIVED,53,0
1780398009.5629687,SEND,54,0
1780398009.5629687,ACK_RECEIVED,54,0
1780398009.5629687,SEND,55,0
1780398009.5629687,ACK_RECEIVED,55,0
1780398009.5629687,SEND,56,0
1780398009.5640607,ACK_RECEIVED,56,0
1780398009.5640607,SEND,57,0
1780398009.5640607,ACK_RECEIVED,57,0
1780398009.5640607,SEND,58,0
1780398009.5640607,ACK_RECEIVED,58,0
1780398009.5640607,SEND,59,0
1780398009.5650566,ACK_RECEIVED,59,0
