Timestamp,Event,SeqNum,RetryCount
1780403402.7560172,SEND,0,0
1780403402.7560172,ACK_RECEIVED,0,0
1780403402.7668724,SEND,1,0
1780403402.7668724,ACK_RECEIVED,1,0
1780403402.7668724,SEND,2,0
1780403402.7668724,ACK_RECEIVED,2,0
1780403402.7668724,SEND,3,0
1780403402.7668724,ACK_RECEIVED,3,0
1780403402.7668724,SEND,4,0
1780403402.7678761,ACK_RECEIVED,4,0
1780403402.7678761,SEND,5,0
1780403402.7678761,ACK_RECEIVED,5,0
1780403402.7678761,SEND,6,0
1780403403.2908394,TIMEOUT,6,1
1780403403.2908394,RETRANSMISSION,6,1
1780403403.2908394,ACK_RECEIVED,6,1
1780403403.2918625,SEND,7,0
1780403403.2918625,ACK_RECEIVED,7,0
1780403403.2918625,SEND,8,0
1780403403.292861,ACK_RECEIVED,8,0
1780403403.292861,SEND,9,0
1780403403.292861,ACK_RECEIVED,9,0
1780403403.292861,SEND,10,0
1780403403.8049595,TIMEOUT,10,1
1780403403.8053963,RETRANSMISSION,10,1
1780403403.8053963,ACK_RECEIVED,10,1
1780403403.8053963,SEND,11,0
1780403403.8063931,ACK_RECEIVED,11,0
1780403403.8063931,SEND,12,0
1780403403.807391,ACK_RECEIVED,12,0
1780403403.807391,SEND,13,0
1780403403.8083923,ACK_RECEIVED,13,0
1780403403.8083923,SEND,14,0
1780403403.8093853,ACK_RECEIVED,14,0
1780403403.8093853,SEND,15,0
1780403404.3141515,TIMEOUT,15,1
1780403404.3141515,RETRANSMISSION,15,1
1780403404.3145933,ACK_RECEIVED,15,1
1780403404.3145933,SEND,16,0
1780403404.3157187,ACK_RECEIVED,16,0
1780403404.3157187,SEND,17,0
1780403404.3157187,ACK_RECEIVED,17,0
1780403404.3167222,SEND,18,0
1780403404.8386772,TIMEOUT,18,1
1780403404.8391378,RETRANSMISSION,18,1
1780403405.3410811,TIMEOUT,18,2
1780403405.3410811,RETRANSMISSION,18,2
1780403405.3419108,ACK_RECEIVED,18,2
1780403405.3419108,SEND,19,0
1780403405.342908,ACK_RECEIVED,19,0
1780403405.342908,SEND,20,0
1780403405.8453453,TIMEOUT,20,1
1780403405.8457484,RETRANSMISSION,20,1
1780403405.8457484,ACK_RECEIVED,20,1
1780403405.846799,SEND,21,0
1780403405.846799,ACK_RECEIVED,21,0
1780403405.8477952,SEND,22,0
1780403405.8477952,ACK_RECEIVED,22,0
1780403405.848793,SEND,23,0
1780403405.8497941,ACK_RECEIVED,23,0
1780403405.8497941,SEND,24,0
1780403405.8497941,ACK_RECEIVED,24,0
1780403405.8507953,SEND,25,0
1780403405.8507953,ACK_RECEIVED,25,0
1780403405.8517861,SEND,26,0
1780403405.8517861,ACK_RECEIVED,26,0
1780403405.8527858,SEND,27,0
1780403405.8527858,ACK_RECEIVED,27,0
1780403405.8527858,SEND,28,0
1780403405.8537838,ACK_RECEIVED,28,0
1780403405.8537838,SEND,29,0
1780403405.854811,ACK_RECEIVED,29,0
1780403405.854811,SEND,30,0
1780403405.8558073,ACK_RECEIVED,30,0
1780403405.8558073,SEND,31,0
1780403405.8568065,ACK_RECEIVED,31,0
1780403405.8568065,SEND,32,0
1780403405.857802,ACK_RECEIVED,32,0
1780403405.857802,SEND,33,0
1780403405.8588078,ACK_RECEIVED,33,0
1780403405.8588078,SEND,34,0
1780403405.8588078,ACK_RECEIVED,34,0
1780403405.859797,SEND,35,0
1780403405.859797,ACK_RECEIVED,35,0
1780403405.859797,SEND,36,0
1780403405.8607955,ACK_RECEIVED,36,0
1780403405.8607955,SEND,37,0
1780403405.8617918,ACK_RECEIVED,37,0
1780403405.8617918,SEND,38,0
1780403405.8628297,ACK_RECEIVED,38,0
1780403405.8628297,SEND,39,0
1780403405.863827,ACK_RECEIVED,39,0
1780403405.863827,SEND,40,0
1780403405.863827,ACK_RECEIVED,40,0
1780403405.8648274,SEND,41,0
1780403405.8648274,ACK_RECEIVED,41,0
1780403405.8658252,SEND,42,0
1780403405.8658252,ACK_RECEIVED,42,0
1780403405.8658252,SEND,43,0
1780403405.866822,ACK_RECEIVED,43,0
1780403405.866822,SEND,44,0
1780403405.8678184,ACK_RECEIVED,44,0
1780403405.8678184,SEND,45,0
1780403405.8688877,ACK_RECEIVED,45,0
1780403405.8688877,SEND,46,0
1780403405.8698866,ACK_RECEIVED,46,0
1780403405.8698866,SEND,47,0
1780403405.8708818,ACK_RECEIVED,47,0
1780403405.8708818,SEND,48,0
1780403405.8718812,ACK_RECEIVED,48,0
1780403405.8718812,SEND,49,0
1780403406.3731685,TIMEOUT,49,1
1780403406.3734689,RETRANSMISSION,49,1
1780403406.88563,TIMEOUT,49,2
1780403406.8858814,RETRANSMISSION,49,2
1780403406.8858814,ACK_RECEIVED,49,2
1780403406.8868787,SEND,50,0
1780403406.887535,ACK_RECEIVED,50,0
1780403406.887535,SEND,51,0
1780403406.8886473,ACK_RECEIVED,51,0
